fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
12.79872,0.29997,0.740037,2.60013,0.094995,9.00045,27.9986,0.9993,3.20016,0.769923,10.80108,White,7
6.29937,0.209979,0.280014,1.500075,0.050997,46.0023,141.9929,0.992701,3.230162,0.419958,10.10101,Red,6
6.59934,0.319968,0.360018,8.0004,0.046998,57.00285,167.9916,0.994801,3.150158,0.459954,9.60096,Red,5
7.79922,0.29997,0.290015,16.850843,0.053997,23.00115,134.99325,0.9997,3.160158,0.379962,9.0009,Red,6
8.89911,0.39996,0.320016,5.60028,0.086996,10.0005,46.99765,0.999,3.380169,0.769923,10.50105,White,7
7.69923,0.389961,0.280014,4.900245,0.034998,36.0018,108.99455,0.991701,3.19016,0.579942,12.20122,Red,7
6.89931,0.189981,0.350018,13.500675,0.037998,49.00245,117.9941,0.99536,3.00015,0.629937,10.70107,Red,6
8.9991,0.619938,0.040002,1.900095,0.145993,27.00135,89.9955,0.9983,3.160158,0.69993,9.40094,White,5
4.79952,0.209979,0.210011,10.20051,0.036998,17.00085,111.9944,0.993141,3.660183,0.479952,12.20122,Red,7
8.49915,0.189981,0.560028,17.300865,0.054997,47.00235,168.99155,1.00037,3.070154,0.669933,9.30093,Red,6
5.9994,0.289971,0.250013,1.40007,0.032998,30.0015,113.9943,0.987841,3.080154,0.429957,13.20132,Red,6
5.89941,0.339966,0.310016,2.0001,0.029999,38.0019,141.9929,0.988821,3.40017,0.409959,12.90129,Red,7
8.09919,0.279972,0.490025,1.00005,0.039998,32.0016,147.9926,0.993501,3.130157,0.409959,10.001,Red,6
8.09919,0.249975,0.340017,10.100505,0.049998,30.0015,120.99395,0.99714,3.170159,0.489951,10.10101,Red,6
6.19938,0.29997,0.300015,2.500125,0.040998,29.00145,81.9959,0.990551,3.310166,0.609939,11.80118,Red,7
6.89931,0.279972,0.410021,1.700085,0.049998,10.0005,135.9932,0.992901,3.160158,0.709929,11.40114,Red,6
6.29937,0.19998,0.260013,4.700235,0.039998,108.0054,167.9916,0.992681,3.070154,0.749925,10.70107,Red,7
6.9993,0.529947,0.430022,6.100305,0.028999,6.0003,75.9962,0.991081,3.080154,0.49995,12.50125,Red,8
4.9995,0.169983,0.560028,1.500075,0.025999,24.0012,114.99425,0.990501,3.480174,0.389961,10.80108,Red,7
6.59934,0.29997,0.300015,4.80024,0.169992,60.003,165.9917,0.994501,3.180159,0.469953,9.40094,Red,5
6.59934,0.269973,0.300015,1.900095,0.024999,14.0007,152.99235,0.992701,3.290165,0.619938,10.50105,Red,6
7.9992,0.59994,0.220011,2.100105,0.079996,25.00125,104.99475,0.99603,3.300165,0.489951,9.90099,White,5
5.59944,0.269973,0.370019,0.900045,0.024999,11.00055,48.99755,0.988351,3.290165,0.329967,13.10131,Red,6
10.79892,0.469953,0.430022,2.100105,0.170991,27.00135,65.9967,0.9981,3.170159,0.759924,10.80108,White,6
7.79922,0.644936,0,2.0001,0.081996,8.0004,15.9992,0.9963,3.380169,0.589941,9.80098,White,6
5.9994,0.279972,0.270014,2.300115,0.050997,23.00115,146.99265,0.993901,3.230162,0.669933,10.30103,Red,6
6.19938,0.209979,0.520026,6.500325,0.046998,28.0014,122.99385,0.994081,3.220161,0.489951,9.90099,Red,6
6.49935,0.279972,0.290015,2.700135,0.037998,26.0013,106.99465,0.991101,3.320166,0.409959,11.60116,Red,7
7.59924,0.169983,0.270014,4.60023,0.049998,23.00115,97.9951,0.994121,3.080154,0.469953,9.50095,Red,6
4.9995,0.19998,0.40002,1.900095,0.014999,20.001,97.9951,0.989601,3.370169,0.549945,12.051205,Red,6
7.09929,0.379962,0.40002,2.20011,0.041998,54.0027,200.98995,0.991671,3.030152,0.49995,11.40114,Red,5
6.9993,0.309969,0.520026,1.700085,0.028999,5.00025,60.99695,0.991701,3.070154,0.429957,10.40104,Red,5
6.59934,0.159984,0.350018,1.80009,0.041998,26.0013,104.99475,0.989521,3.19016,0.749925,12.40124,Red,7
6.19938,0.509949,0.140007,1.900095,0.055997,15.00075,33.9983,0.993861,3.480174,0.569943,11.50115,White,6
5.9994,0.539946,0.060003,1.80009,0.049998,38.0019,88.99555,0.992261,3.300165,0.49995,10.551055,White,6
6.19938,0.269973,0.490025,1.40007,0.049998,20.001,73.9963,0.993001,3.320166,0.439956,9.80098,Red,6
6.09939,0.189981,0.370019,2.60013,0.040998,24.0012,98.99505,0.991431,3.180159,0.49995,10.90109,Red,6
5.9994,0.259974,0.320016,3.80019,0.028999,48.0024,179.991,0.990011,3.150158,0.339966,12.0012,Red,6
7.29927,0.29997,0.250013,2.500125,0.044998,32.0016,121.9939,0.993191,3.180159,0.539946,10.30103,Red,5
12.39876,0.349965,0.490025,2.60013,0.078996,27.00135,68.99655,0.9993,3.120156,0.749925,10.40104,White,6
6.49935,0.289971,0.520026,1.700085,0.033998,41.00205,192.99035,0.992131,3.250163,0.589941,10.40104,Red,6
6.59934,0.319968,0.470024,15.60078,0.062997,27.00135,172.99135,0.99862,3.180159,0.559944,9.0009,Red,5
8.69913,0.229977,0.320016,13.40067,0.043998,35.00175,168.99155,0.99965,3.120156,0.469953,8.80088,Red,7
11.59884,0.529947,0.660033,3.650183,0.120994,6.0003,13.9993,0.9977,3.050153,0.739926,11.50115,White,7
5.49945,0.189981,0.270014,0.900045,0.039998,52.0026,102.99485,0.990161,3.500175,0.389961,11.20112,Red,5
6.39936,0.689931,0.090005,7.60038,0.043998,34.0017,143.9928,0.994701,3.260163,0.379962,10.10101,Red,6
6.59934,0.279972,0.300015,12.900645,0.032998,31.00155,176.99115,0.994691,3.120156,0.389961,11.20112,Red,6
10.09899,0.269973,0.540027,2.300115,0.064997,7.00035,25.9987,0.99521,3.170159,0.529947,12.50125,White,6
9.19908,0.919908,0.240012,2.60013,0.086996,12.0006,92.99535,0.9997,3.480174,0.539946,9.80098,White,5
5.89941,0.319968,0.39002,3.300165,0.113994,24.0012,139.993,0.993301,3.090155,0.449955,9.20092,Red,6
7.19928,0.209979,0.350018,14.500725,0.047998,35.00175,177.9911,0.9981,3.050153,0.469953,8.90089,Red,6
6.39936,0.219978,0.380019,9.100455,0.043998,35.00175,126.99365,0.993161,2.970149,0.29997,11.0011,Red,7
6.59934,0.519948,0.040002,2.20011,0.068997,8.0004,14.99925,0.9955,3.40017,0.629937,9.40094,White,6
6.69933,0.259974,0.510026,8.0004,0.061997,50.0025,193.9903,0.99535,3.130157,0.49995,9.60096,Red,5
6.19938,0.19998,0.330017,5.40027,0.027999,,74.99625,0.990021,3.360168,0.409959,13.50135,Red,7
9.09909,0.639936,0.230012,3.100155,0.094995,13.00065,37.9981,0.9997,3.280164,0.589941,9.70097,White,5
10.9989,0.259974,0.680034,2.550128,0.084996,10.0005,24.99875,0.9969,3.180159,0.609939,11.80118,White,5
7.9992,0.619938,0.330017,2.700135,0.087996,16.0008,36.99815,0.9971,3.310166,0.579942,10.70107,White,6
6.39936,0.219978,0.340017,1.40007,0.022999,56.0028,114.99425,0.989481,3.180159,0.69993,11.70117,Red,6
5.9994,0.289971,0.410021,10.80054,0.047998,55.00275,148.99255,0.993601,3.090155,0.589941,11.0011,Red,7
5.79942,0.309969,0.330017,1.20006,0.035998,23.00115,98.99505,0.991501,3.180159,0.59994,10.50105,Red,6
7.39926,0.239976,0.220011,10.700535,0.041998,26.0013,80.99595,0.9953,2.860143,0.359964,9.70097,Red,6
6.39936,0.789921,0.040002,2.20011,0.060997,11.00055,16.99915,0.99578,3.530177,0.649935,10.40104,White,6
6.89931,0.209979,0.240012,1.80009,0.020999,17.00085,79.996,0.989821,3.150158,0.459954,12.30123,Red,7
6.79932,0.289971,0.340017,3.500175,0.053997,26.0013,188.99055,0.994791,3.420171,0.579942,10.40104,Red,5
6.59934,0.29997,0.250013,8.0004,0.035998,21.00105,123.9938,0.993521,3.060153,0.379962,10.80108,Red,6
7.29927,0.359964,0.620031,7.100355,0.032998,48.0024,184.99075,0.994621,3.140157,0.619938,10.60106,Red,6
5.79942,0.289971,0.270014,1.60008,0.061997,17.00085,139.993,0.991281,3.230162,0.349965,11.10111,Red,6
6.89931,0.249975,0.40002,1.300065,0.037998,22.0011,100.99495,0.990001,3.030152,0.389961,11.40114,Red,6
6.69933,0.479952,0.490025,2.900145,0.029999,28.0014,121.9939,0.989161,3.130157,0.39996,13.0013,Red,6
7.39926,0.309969,0.480024,14.20071,0.041998,62.0031,203.9898,0.9982,3.060153,0.589941,9.40094,Red,5
8.29917,0.239976,0.270014,2.100105,0.029999,22.0011,161.9919,0.991301,2.99015,0.679932,11.90119,Red,6
6.59934,0.249975,0.360018,8.100405,0.044998,54.0027,179.991,0.9957,3.080154,0.419958,9.20092,Red,5
6.39936,0.149985,0.40002,1.300065,0.052997,61.00305,145.9927,0.991021,3.170159,0.679932,11.0011,Red,6
6.49935,0.169983,0.540027,8.500425,0.081996,64.0032,162.99185,0.9958,2.890145,0.389961,8.80088,Red,6
7.39926,0.269973,0.520026,15.700785,0.053997,36.0018,138.99305,0.99778,3.040152,0.619938,10.034337,Red,6
7.69923,0.274973,0.300015,1.00005,0.038998,19.00095,74.99625,0.991901,3.010151,0.559944,10.70107,Red,5
7.29927,0.189981,0.270014,13.900695,0.056997,45.00225,154.99225,0.99797,2.940147,0.409959,8.80088,Red,8
7.69923,0.339966,0.280014,11.00055,0.039998,31.00155,116.99415,0.99805,3.270164,0.289971,9.20092,Red,6
7.59924,0.29997,0.270014,10.60053,0.038998,31.00155,118.99405,0.99805,3.270164,0.29997,9.30093,Red,6
7.69923,0.279972,0.290015,4.300215,0.050997,25.00125,141.9929,0.993801,3.160158,0.389961,10.20102,Red,5
6.49935,0.079992,0.330017,1.900095,0.027999,23.00115,92.99535,0.990901,3.340167,0.69993,12.0012,Red,7
6.29937,0.249975,0.230012,14.900745,0.038998,47.00235,141.9929,0.99695,3.140157,0.349965,9.70097,Red,6
6.49935,0.429957,0.280014,12.0006,0.055997,23.00115,173.9913,0.9985,3.310166,0.549945,9.30093,Red,5
7.89921,0.179982,0.40002,1.80009,0.061997,7.00035,19.999,0.994001,3.280164,0.69993,11.10111,White,5
7.69923,0.29997,0.420021,14.300715,0.044998,45.00225,212.98935,0.999,3.180159,0.629937,9.20092,Red,5
6.9993,0.19998,0.350018,8.80044,0.036998,31.00155,102.99485,0.993781,3.130157,0.489951,11.0011,Red,6
6.29937,0.339966,0.330017,4.60023,0.033998,19.00095,79.996,0.991601,3.380169,0.579942,12.0012,Red,7
6.29937,0.249975,0.270014,6.60033,0.053997,40.002,157.9921,0.993681,3.20016,0.479952,10.30103,Red,5
7.29927,0.549945,0.030002,1.60008,0.071996,17.00085,41.9979,0.9955,3.370169,0.479952,9.0009,White,4
7.69923,0.569943,0.210011,1.500075,0.068997,4.0002,8.99955,0.994481,3.160158,0.539946,9.80098,White,6
6.89931,0.239976,0.330017,1.700085,0.034998,47.00235,135.9932,0.989901,3.260163,0.39996,12.60126,Red,7
12.39876,0.419958,0.490025,4.60023,0.072996,19.00095,42.99785,0.9977,3.020151,0.609939,9.50095,White,5
6.79932,0.339966,0.360018,8.900445,0.028999,44.0022,127.9936,0.993081,3.280164,0.349965,11.951195,Red,7
8.09919,1.329867,0,1.80009,0.081996,3.00015,11.9994,0.9963,3.540177,0.479952,10.90109,White,5
4.49955,0.189981,0.210011,0.950048,0.032998,89.00445,158.99205,0.993221,3.340167,0.419958,8.0008,Red,5
6.89931,0.319968,0.130007,7.80039,0.041998,11.00055,116.99415,0.9959,3.230162,0.369963,9.20092,Red,5
6.49935,0.189981,0.270014,4.900245,0.036998,13.00065,100.99495,0.991501,3.170159,0.409959,11.80118,Red,6
7.09929,0.734927,0.160008,1.900095,0.099995,15.00075,76.99615,0.9965,3.270164,0.639936,9.30093,White,5
6.69933,0.209979,0.360018,8.550428,0.019999,20.001,85.9957,0.991361,3.19016,0.219978,13.40134,Red,7
7.59924,0.489951,0.260013,1.60008,0.235988,10.0005,87.9956,0.9967,3.110156,0.79992,9.30093,White,5
5.9994,0.429957,0.340017,7.60038,0.044998,25.00125,117.9941,0.992121,3.030152,0.369963,11.0011,Red,6
6.19938,0.239976,0.290015,13.300665,0.038998,49.00245,129.9935,0.9951,3.330167,0.459954,11.0011,Red,8
7.09929,0.259974,0.19001,8.20041,0.050997,53.00265,186.99065,0.9959,3.160158,0.519948,9.70097,Red,5
7.19928,0.489951,0.240012,2.20011,0.069997,5.00025,35.9982,0.9959,3.330167,0.479952,9.40094,White,5
6.29937,0.149985,0.340017,11.40057,0.049998,25.00125,95.9952,0.99744,3.210161,0.489951,10.001,Red,6
6.89931,0.339966,0.300015,4.700235,0.028999,34.0017,147.9926,0.991551,3.360168,0.489951,12.30123,Red,7
6.9993,0.479952,0.120006,4.500225,0.049998,23.00115,85.9957,0.993881,2.860143,0.349965,9.0009,Red,5
6.29937,0.29997,0.910046,8.20041,0.033998,50.0025,198.99005,0.993841,3.39017,0.489951,11.70117,Red,6
8.89911,0.589941,0.39002,2.300115,0.094995,5.00025,21.9989,0.9985,3.370169,0.579942,10.30103,White,5
6.49935,0.879912,0.030002,5.60028,0.078996,23.00115,46.99765,0.99562,3.580179,0.49995,11.20112,White,4
7.49925,0.229977,0.290015,2.60013,0.030998,24.0012,97.9951,0.991841,3.00015,0.539946,10.90109,Red,6
6.89931,0.614939,0.420021,12.0006,0.066997,24.0012,130.99345,0.99717,3.19016,0.339966,9.30093,Red,5
7.09929,0.179982,0.39002,14.500725,0.050997,48.0024,155.9922,0.99937,3.350168,0.779922,9.10091,Red,5
6.29937,0.249975,0.220011,3.300165,0.047998,41.00205,160.99195,0.992461,3.160158,0.49995,10.50105,Red,6
6.89931,0.309969,0.340017,7.40037,0.058997,36.0018,173.9913,0.9962,3.460173,0.619938,11.10111,Red,7
7.9992,0.19998,0.40002,5.20026,0.054997,41.00205,166.99165,0.9952,3.180159,0.39996,10.60106,Red,7
11.89881,0.39996,0.650033,2.150108,0.067997,7.00035,26.99865,0.9987,3.060153,0.679932,11.30113,White,6
8.09919,0.239976,0.380019,4.300215,0.043998,49.00245,171.9914,0.9959,3.370169,0.739926,10.80108,Red,6
8.89911,0.209979,0.340017,7.100355,0.036998,33.00165,149.9925,0.9961,3.100155,0.449955,9.70097,Red,6
8.49915,0.179982,0.300015,1.100055,0.027999,34.0017,94.99525,0.992621,2.830142,0.359964,10.001,Red,4
7.69923,0.289971,0.480024,2.300115,0.048998,36.0018,177.9911,0.993001,3.170159,0.639936,10.60106,Red,6
6.29937,0.169983,0.420021,2.80014,0.027999,45.00225,106.99465,0.990701,3.270164,0.429957,11.80118,Red,6
8.49915,0.584942,0.180009,2.100105,0.077996,5.00025,29.9985,0.9966,3.20016,0.479952,9.80098,White,6
6.89931,0.319968,0.160008,1.40007,0.050997,15.00075,95.9952,0.993901,3.220161,0.379962,9.50095,Red,4
7.89921,0.289971,0.39002,6.700335,0.035998,6.0003,116.99415,0.993701,3.120156,0.419958,10.70107,Red,5
8.69913,0.819918,0.020001,1.20006,0.069997,36.0018,47.9976,0.9951,3.20016,0.579942,9.80098,White,5
6.49935,0.179982,0.480024,18.0009,0.053997,56.0028,182.99085,1.00028,2.980149,0.609939,8.50085,Red,6
10.19898,0.439956,0.580029,4.100205,0.091995,11.00055,23.9988,0.99735,3.290165,0.989901,12.0012,White,7
7.89921,0.179982,0.490025,5.20026,0.050997,36.0018,156.99215,0.9952,3.180159,0.479952,10.60106,Red,6
6.79932,0.169983,0.170009,5.100255,0.048998,26.0013,81.9959,0.992901,3.00015,0.379962,9.80098,Red,6
6.79932,0.179982,0.300015,12.80064,0.061997,19.00095,170.99145,0.99798,3.00015,0.519948,9.0009,Red,7
6.39936,0.259974,0.300015,2.20011,0.024999,33.00165,133.9933,0.991901,3.210161,0.469953,10.60106,Red,6
7.29927,0.219978,0.410021,15.40077,0.049998,55.00275,190.99045,0.9999,3.320166,0.589941,8.90089,Red,6
6.39936,0.219978,0.320016,7.20036,0.027999,15.00075,82.99585,0.992901,3.130157,0.549945,10.90109,Red,8
7.09929,0.209979,0.370019,2.40012,0.025999,23.00115,99.995,0.990201,3.150158,0.379962,11.40114,Red,7
7.59924,0.149985,0.40002,1.300065,0.035998,24.0012,111.9944,0.993101,3.140157,0.759924,10.001,Red,5
6.29937,0.389961,0.350018,5.900295,0.039998,82.504125,259.987,0.994001,3.120156,0.659934,10.10101,Red,5
7.09929,0.19998,0.310016,7.40037,0.052997,32.0016,210.98945,0.99577,3.310166,0.589941,10.40104,Red,6
6.39936,0.689931,0,1.650083,0.054997,7.00035,11.9994,0.991521,3.470174,0.529947,12.90129,White,6
7.49925,0.139986,0.340017,1.300065,0.054997,50.0025,152.99235,0.994401,3.290165,0.79992,9.60096,Red,6
8.89911,0.219978,0.480024,1.80009,0.076996,29.00145,59.997,0.9967,3.39017,0.529947,9.40094,White,6
6.09939,0.279972,0.270014,4.700235,0.029999,56.0028,139.993,0.990321,3.160158,0.419958,12.50125,Red,8
6.79932,0.179982,0.240012,9.80049,0.057997,64.0032,187.9906,0.9951,3.130157,0.509949,10.60106,Red,6
8.59914,0.19998,0.420021,1.500075,0.040998,35.00175,124.99375,0.992401,3.110156,0.489951,11.40114,Red,7
7.19928,0.349965,0.340017,12.40062,0.050997,6.0003,36.99815,0.994301,3.130157,0.389961,11.50115,Red,6
7.39926,0.179982,0.300015,10.40052,0.044998,44.0022,173.9913,0.9965,3.110156,0.569943,9.70097,Red,6
6.9993,0.649935,0.020001,2.100105,0.065997,8.0004,24.99875,0.9971,3.470174,0.669933,9.50095,White,6
6.79932,0.179982,0.280014,8.700435,0.046998,52.0026,241.9879,0.9951,3.220161,0.529947,10.50105,Red,6
6.59934,0.609939,0.010001,1.900095,0.079996,8.0004,24.99875,0.99736,3.690185,0.729927,10.50105,White,5
6.89931,0.269973,0.410021,1.700085,0.046998,6.0003,133.9933,0.992801,3.150158,0.689931,11.40114,Red,6
7.19928,0.9999,0,3.00015,0.101995,7.00035,15.9992,0.99576,3.430172,0.459954,10.001,White,5
5.89941,0.289971,0.280014,3.20016,0.034998,16.0008,116.99415,0.989491,3.260163,0.419958,12.60126,Red,6
7.69923,0.229977,0.310016,10.700535,0.037998,59.00295,185.9907,0.9968,3.120156,0.549945,9.50095,Red,6
7.19928,0.694931,0.130007,2.0001,0.075996,12.0006,19.999,0.99536,3.290165,0.539946,10.10101,White,5
6.59934,0.229977,0.320016,1.500075,0.040998,8.0004,71.9964,0.989391,3.220161,0.389961,12.70127,Red,6
6.59934,0.159984,0.290015,1.80009,0.049998,40.002,146.99265,0.991101,3.060153,0.439956,11.40114,Red,7
5.09949,0.109989,0.320016,1.60008,0.027999,12.0006,89.9955,0.989981,3.570179,0.519948,12.20122,Red,6
7.39926,0.259974,0.430022,6.0003,0.021999,22.0011,124.99375,0.992701,3.130157,0.549945,11.50115,Red,6
6.89931,0.159984,0.370019,1.80009,0.033998,36.0018,94.99525,0.989421,2.930147,0.589941,12.0012,Red,6
6.29937,0.409959,0.180009,3.500175,0.026999,23.00115,108.99455,0.990081,3.340167,0.539946,12.80128,Red,8
6.89931,0.439956,0.420021,8.500425,0.047998,10.0005,146.99265,0.9973,3.320166,0.459954,9.50095,Red,6
7.49925,0.19998,0.410021,1.20006,0.049998,26.0013,130.99345,0.991231,3.19016,0.519948,11.10111,Red,5
9.69903,0.419958,0.460023,2.100105,0.073996,5.00025,15.9992,0.99639,3.270164,0.739926,12.30123,White,6
6.79932,0.279972,0.430022,7.60038,0.029999,30.0015,109.9945,0.991541,3.080154,0.589941,12.50125,Red,8
6.59934,0.339966,0.280014,1.300065,0.034998,32.0016,89.9955,0.991501,3.100155,0.419958,10.70107,Red,6
7.19928,0.619938,0.060003,2.700135,0.076996,15.00075,84.99575,0.99736,3.510176,0.539946,9.50095,White,5
7.59924,0.269973,0.520026,3.20016,0.042998,28.0014,151.9924,0.991191,3.020151,0.529947,11.40114,Red,6
5.89941,0.219978,0.300015,1.300065,0.051997,42.0021,85.9957,0.990591,3.310166,0.469953,11.551155,Red,6
6.69933,0.279972,0.140007,1.40007,0.042998,64.0032,158.99205,0.991901,3.170159,0.389961,10.001,Red,5
7.09929,0.319968,0.320016,11.00055,0.037998,16.0008,65.9967,0.993601,3.240162,0.39996,11.50115,Red,3
6.29937,0.219978,0.300015,2.0001,0.049998,23.00115,119.994,0.991941,3.240162,0.469953,10.40104,Red,6
6.59934,0.389961,0.39002,11.900595,0.056997,51.00255,220.98895,0.99841,3.260163,0.509949,8.90089,Red,6
7.09929,0.689931,0.080004,2.100105,0.062997,42.0021,51.9974,0.99598,3.420171,0.59994,10.20102,White,6
11.89881,0.694931,0.530027,3.40017,0.127994,7.00035,20.99895,0.9991,3.170159,0.839916,12.20122,White,7
8.29917,0.419958,0.380019,2.500125,0.093995,24.0012,59.997,0.9978,3.310166,0.69993,10.80108,White,6
6.09939,0.309969,0.260013,2.20011,0.050997,28.0014,166.99165,0.992501,3.370169,0.469953,10.40104,Red,6
7.29927,0.429957,0.370019,4.60023,0.027999,17.00085,113.9943,0.990901,3.230162,0.429957,13.20132,Red,6
7.59924,0.29997,0.40002,2.20011,0.053997,29.00145,174.99125,0.994351,3.19016,0.529947,9.80098,Red,5
7.49925,0.179982,0.450023,4.60023,0.040998,67.00335,157.9921,0.992601,3.010151,0.379962,10.60106,Red,6
5.9994,0.409959,0.210011,1.900095,0.049998,29.00145,121.9939,0.992701,3.420171,0.519948,10.50105,Red,6
6.59934,0.219978,0.230012,17.300865,0.046998,37.00185,117.9941,0.99896,3.080154,0.459954,8.80088,Red,6
8.09919,0.19998,0.490025,11.80059,0.047998,46.0023,211.9894,0.9967,3.090155,0.459954,10.001,Red,7
6.49935,0.229977,0.380019,1.300065,0.031998,29.00145,111.9944,0.992881,3.290165,0.539946,9.70097,Red,5
13.19868,0.459954,0.520026,2.20011,0.070996,12.0006,34.99825,1.0005,3.100155,0.559944,9.0009,White,6
6.19938,0.19998,0.320016,2.80014,0.049998,17.00085,125.9937,0.993501,3.180159,0.549945,9.40094,Red,6
7.9992,0.289971,0.490025,11.700585,0.034998,40.002,130.99345,0.9957,3.140157,0.339966,10.80108,Red,5
6.89931,0.219978,0.310016,6.300315,0.028999,41.00205,130.99345,0.993161,3.080154,0.489951,10.80108,Red,6
7.49925,0.409959,0.150008,3.700185,0.103995,29.00145,93.9953,0.99776,3.140157,0.579942,9.10091,White,5
6.29937,0.289971,0.40002,6.500325,0.038998,43.00215,166.99165,0.9952,3.150158,0.439956,9.30093,Red,6
6.09939,0.189981,0.370019,2.60013,0.040998,24.0012,98.99505,0.991431,3.180159,0.49995,10.90109,Red,6
8.29917,0.59994,0.250013,2.20011,0.117994,9.00045,37.9981,0.99606,3.150158,0.529947,9.80098,White,5
7.09929,0.369963,0.300015,6.20031,0.039998,49.00245,138.99305,0.990111,3.170159,0.269973,13.60136,Red,6
10.89891,0.209979,0.490025,2.80014,0.087996,11.00055,31.9984,0.9971,3.220161,0.679932,11.70117,White,6
6.79932,0.249975,0.270014,10.700535,0.075996,47.00235,153.9923,0.9966,3.050153,0.379962,9.0009,Red,5
10.59894,0.359964,0.570029,2.300115,0.086996,6.0003,19.999,0.99666,3.140157,0.719928,11.10111,White,7
6.19938,0.239976,0.280014,12.20061,0.048998,54.0027,132.99335,0.9951,3.19016,0.369963,10.70107,Red,6
5.39946,0.374963,0.40002,3.300165,0.053997,29.00145,146.99265,0.994721,3.420171,0.519948,9.10091,Red,5
5.79942,0.289971,0.050003,0.80004,0.037998,11.00055,29.9985,0.992301,3.360168,0.349965,9.20092,Red,5
7.09929,0.749925,0.010001,2.20011,0.058997,11.00055,17.9991,0.992321,3.39017,0.39996,12.80128,White,6
7.69923,0.249975,0.490025,2.500125,0.046998,31.00155,168.99155,0.992421,3.070154,0.569943,10.60106,Red,6
7.29927,0.669933,0.050003,3.60018,0.106995,6.0003,19.999,0.9971,3.40017,0.629937,10.10101,White,5
6.59934,0.219978,0.280014,12.050603,0.057997,25.00125,124.99375,0.99846,3.450173,,9.40094,Red,5
6.89931,0.29997,0.360018,0.900045,0.036998,40.002,155.9922,0.989581,3.080154,0.359964,12.10121,Red,6
9.59904,0.679932,0.240012,2.20011,0.086996,5.00025,27.9986,0.9987,3.140157,0.59994,10.20102,White,5
7.69923,0.389961,0.120006,1.700085,0.096995,19.00095,26.99865,0.99586,3.160158,0.489951,9.40094,White,5
6.49935,0.229977,0.360018,16.300815,0.037998,43.00215,132.99335,0.99914,3.260163,0.409959,8.80088,Red,5
7.79922,0.29997,0.370019,1.300065,0.050997,16.0008,95.9952,0.994001,3.320166,0.619938,10.001,Red,5
6.79932,0.19998,0.360018,1.60008,0.027999,7.00035,45.9977,0.991651,3.210161,0.59994,10.90109,Red,6
7.19928,0.229977,0.39002,2.300115,0.032998,29.00145,101.9949,0.990701,3.260163,0.539946,12.30123,Red,7
6.9993,0.119988,0.290015,10.300515,0.038998,41.00205,97.9951,0.99554,3.19016,0.379962,9.80098,Red,8
7.79922,0.559944,0.120006,2.0001,0.081996,7.00035,27.9986,0.9969,3.370169,0.49995,9.40094,White,6
6.39936,0.259974,0.210011,7.100355,0.039998,35.00175,161.9919,0.9955,3.39017,0.579942,9.90099,Red,6
7.39926,0.19998,0.430022,7.80039,0.044998,27.00135,152.99235,0.9963,3.19016,0.549945,9.0009,Red,7
6.69933,0.179982,0.310016,10.60053,0.034998,42.0021,142.99285,0.99562,3.080154,0.489951,9.80098,Red,7
7.69923,0.119988,0.320016,1.40007,0.059997,47.00235,149.9925,0.9951,3.370169,0.419958,9.20092,Red,6
9.59904,0.409959,0.370019,2.300115,0.090995,10.0005,22.99885,0.99776,3.240162,0.559944,10.50105,White,5
7.79922,0.569943,0.090005,2.300115,0.064997,34.0017,44.99775,0.994071,3.460173,0.739926,12.70127,White,8
8.9991,0.449955,0.490025,2.60013,0.083996,21.00105,74.99625,0.9986,3.350168,0.569943,9.70097,White,5
8.09919,0.329967,0.360018,7.40037,0.036998,36.0018,155.9922,0.99582,3.19016,0.539946,10.60106,Red,6
5.29947,0.159984,0.39002,1.00005,0.027999,40.002,100.99495,0.991461,3.570179,0.589941,10.60106,Red,6
7.89921,0.459954,0.320016,4.100205,0.032998,40.002,137.9931,0.991101,3.180159,0.439956,12.80128,Red,7
7.79922,0.149985,0.340017,1.100055,0.034998,31.00155,92.99535,0.990861,3.070154,0.719928,11.30113,Red,7
6.39936,0.229977,0.300015,7.100355,0.036998,63.00315,235.9882,0.9951,3.060153,0.339966,9.20092,Red,6
5.79942,0.279972,0.660033,9.100455,0.038998,26.0013,158.99205,0.9964,3.660183,0.549945,10.80108,Red,5
6.19938,0.344966,0.270014,10.100505,0.055997,38.0019,186.99065,0.994761,3.310166,0.559944,10.60106,Red,5
7.29927,0.909909,0.100005,1.80009,0.073996,20.001,55.9972,0.99662,3.350168,0.559944,9.20092,White,5
7.79922,0.459954,0.260013,1.900095,0.087996,23.00115,52.99735,0.998,3.430172,0.739926,9.20092,White,6
6.39936,0.159984,0.370019,1.500075,0.036998,27.00135,108.99455,0.993351,3.380169,0.49995,9.80098,Red,6
6.49935,0.239976,0.320016,7.60038,0.037998,48.0024,202.98985,0.9957,3.450173,0.539946,9.70097,Red,7
8.19918,0.349965,0.330017,2.40012,0.075996,11.00055,46.99765,0.99589,3.270164,0.809919,11.0011,White,6
5.9994,0.169983,0.330017,6.0003,0.035998,30.0015,110.99445,0.993521,3.320166,0.579942,10.151015,Red,7
11.49885,0.419958,0.480024,2.60013,0.076996,8.0004,19.999,0.99842,3.090155,0.529947,11.0011,White,5
6.49935,0.239976,0.19001,1.20006,0.040998,30.0015,110.99445,0.992441,2.99015,0.459954,9.40094,Red,6
